companyceo(limitedbrands,lesliewexner).
recursion_companyeconomicsector(life,insurancepremiums).
recursion_companyeconomicsector(life,lifeinsurance).
recursion_companyeconomicsector(life,insurancepolicies).
recursion_companyeconomicsector(life,insurancecoverage).
recursion_companyeconomicsector(life,insurance).
recursion_companyeconomicsector(care,insurance).
recursion_companyeconomicsector(manyfamilies,insurance).
recursion_companyeconomicsector(pc,internet).
recursion_companyeconomicsector(manypeople,insurance).
recursion_companyeconomicsector(chambers,business).
recursion_companyeconomicsector(nation,news).
recursion_companyeconomicsector(moreamericans,insurance).
recursion_companyeconomicsector(cheapest,insurance).
recursion_companyeconomicsector(women,insurance).
recursion_companyeconomicsector(oprah,media).
recursion_companyeconomicsector(fortworth,insurance).
recursion_companyeconomicsector(tx,insurance).
recursion_companyeconomicsector(contents,insurance).
recursion_companyeconomicsector(hearst,media).
economicsectorcompany(aircraftmanufacturing,boeing).
economicsectorcompany(biotechnology,amgen).
economicsectorcompany(biotechnology,genentech).
economicsectorcompany(biotechnology,immunex).
economicsectorcompany(law,linklaters).
economicsectorcompany(hospitality,hilton).
economicsectorcompany(hospitality,marriothotels).
economicsectorcompany(hospitality,fourseasons).
economicsectorcompany(accounting,arthuranderson).
economicsectorcompany(accounting,pricewaterhousecoopers).
economicsectorcompany(informationtechnology,unisys).
economicsectorcompany(media,pearson).
economicsectorcompany(media,nbcuniversal).
economicsectorcompany(media,timemagazine).
economicsectorcompany(media,foxnews).
economicsectorcompany(media,techcrunch).
economicsectorcompany(media,cnnibn).
economicsectorcompany(media,cnnnbc).
economicsectorcompany(media,thewashingtontimes).
economicsectorcompany(media,thenewyorkpost).
economicsectorcompany(media,nationalpublicradio).
economicsectorcompany(media,discoverychannel).
economicsectorcompany(media,vivendi).
economicsectorcompany(media,tribuneco).
economicsectorcompany(media,clearchannel).
economicsectorcompany(media,wveatv).
economicsectorcompany(media,cnbc).
economicsectorcompany(media,reuters).
economicsectorcompany(media,hindustantimes).
economicsectorcompany(media,cctv).
economicsectorcompany(media,mcclatchy).
economicsectorcompany(media,google).
economicsectorcompany(media,cnn).
economicsectorcompany(media,rollingstonemagazine).
economicsectorcompany(media,cbc).
economicsectorcompany(media,viacom).
economicsectorcompany(media,cnnabc).
economicsectorcompany(media,foxnews).
economicsectorcompany(media,theeconomist).
economicsectorcompany(media,nytimes).
economicsectorcompany(media,wuni).
economicsectorcompany(media,kwextv).
economicsectorcompany(media,emi).
economicsectorcompany(media,wltv).
economicsectorcompany(media,ketstv).
economicsectorcompany(media,mtv).
economicsectorcompany(media,gannett).
economicsectorcompany(media,nationalgeographicmagazine).
economicsectorcompany(media,thesouthchinamorningpost).
economicsectorcompany(media,usatoday).
economicsectorcompany(media,cablevision).
economicsectorcompany(media,forbes).
economicsectorcompany(media,globaltv).
economicsectorcompany(media,channel).
economicsectorcompany(media,friendfeedshare).
economicsectorcompany(media,aboutcom).
economicsectorcompany(media,cnnheadlinenews).
economicsectorcompany(media,vogue).
economicsectorcompany(media,wuvptv).
economicsectorcompany(media,kmextv).
economicsectorcompany(media,cbscorporation).
economicsectorcompany(media,timewarner).
economicsectorcompany(media,post).
economicsectorcompany(media,timewarnerinc).
economicsectorcompany(media,londonsundaytimes).
economicsectorcompany(media,pressassociation).
economicsectorcompany(media,kftv).
economicsectorcompany(media,cnngoodmorningamerica).
economicsectorcompany(media,clearchannelcommunications).
economicsectorcompany(media,gq).
economicsectorcompany(media,chicagotribune).
economicsectorcompany(media,wallstreetjournal).
economicsectorcompany(media,nytimes).
economicsectorcompany(media,cnnreuters).
economicsectorcompany(media,financialtimes).
economicsectorcompany(media,ukguardian).
economicsectorcompany(media,wuvc).
economicsectorcompany(media,thelosangelestimes).
economicsectorcompany(media,theglobeandmail).
economicsectorcompany(media,azrepublic).
economicsectorcompany(media,universalmusicgroup).
economicsectorcompany(media,nyt).
economicsectorcompany(media,thebostonglobemagazine).
economicsectorcompany(media,msnbc).
economicsectorcompany(media,kemv).
economicsectorcompany(media,abcnews).
economicsectorcompany(media,businessweek).
economicsectorcompany(media,thewaltdisneycompany).
economicsectorcompany(media,newyorktimes).
economicsectorcompany(media,airamerica).
economicsectorcompany(media,kldotv).
economicsectorcompany(media,cnnmsnbc).
economicsectorcompany(media,wqhstv).
economicsectorcompany(media,thenewyorktimes).
economicsectorcompany(media,thomson).
economicsectorcompany(media,wuvntv).
economicsectorcompany(media,nbcnews).
economicsectorcompany(media,kxlntv).
economicsectorcompany(media,cnnfox).
economicsectorcompany(media,nature).
economicsectorcompany(media,kuth).
economicsectorcompany(media,cnn).
economicsectorcompany(media,cnn).
economicsectorcompany(media,cnnthenewyorktimes).
economicsectorcompany(media,hearst).
economicsectorcompany(media,google).
economicsectorcompany(media,kdtv).
economicsectorcompany(media,msnnews).
economicsectorcompany(media,kpmr).
economicsectorcompany(media,globeandmail).
economicsectorcompany(media,oprah).
economicsectorcompany(media,wha).
economicsectorcompany(media,amazoncom).
economicsectorcompany(media,aoltimewarner).
economicsectorcompany(media,kqet).
economicsectorcompany(media,comcast).
economicsectorcompany(media,associatedpress).
economicsectorcompany(media,salon).
economicsectorcompany(media,aolvideo).
economicsectorcompany(media,youtube).
economicsectorcompany(media,today).
economicsectorcompany(media,dowjones).
economicsectorcompany(media,ktvwtv).
economicsectorcompany(media,skynews).
economicsectorcompany(media,thechristiansciencemonitor).
economicsectorcompany(media,linkedin).
economicsectorcompany(media,kuvn).
economicsectorcompany(media,newscorp).
economicsectorcompany(media,kuvs).
economicsectorcompany(media,nationaljournal).
economicsectorcompany(media,thechicagotribune).
economicsectorcompany(media,ctv).
economicsectorcompany(media,wuvgtv).
economicsectorcompany(media,kues).
economicsectorcompany(media,press).
economicsectorcompany(media,fastcompanymagazine).
economicsectorcompany(telecommunications,nextel).
economicsectorcompany(telecommunications,comcast).
economicsectorcompany(telecommunications,cingularwireless).
economicsectorcompany(telecommunications,nextelcommunicationsinc).
economicsectorcompany(telecommunications,boostmobile).
economicsectorcompany(telecommunications,gte).
economicsectorcompany(telecommunications,alcatel).
economicsectorcompany(telecommunications,nttcommunications).
economicsectorcompany(telecommunications,clearwirecorp).
economicsectorcompany(telecommunications,mci).
economicsectorcompany(telecommunications,telstra).
economicsectorcompany(telecommunications,nextelpartners).
economicsectorcompany(telecommunications,ncrcorporation).
economicsectorcompany(telecommunications,orange).
economicsectorcompany(telecommunications,bt).
economicsectorcompany(telecommunications,verizoncommunications).
economicsectorcompany(news,today).
economicsectorcompany(news,cnnmsnbc).
economicsectorcompany(news,entertainmenttonight).
economicsectorcompany(news,nation).
economicsectorcompany(news,thetodayshow).
economicsectorcompany(news,larryking).
economicsectorcompany(news,foxnews).
economicsectorcompany(news,cnngoodmorningamerica).
economicsectorcompany(news,gannett).
economicsectorcompany(news,baltimoresun).
economicsectorcompany(news,nytimes).
economicsectorcompany(news,abcsworldnewstonight).
economicsectorcompany(news,cnn).
economicsectorcompany(news,bloombergnews).
economicsectorcompany(news,atlantajournalconstitution).
economicsectorcompany(news,cwnetwork).
economicsectorcompany(news,worldreport).
economicsectorcompany(news,timemagazine).
economicsectorcompany(news,thechristiansciencemonitor).
economicsectorcompany(news,thewashingtontimes).
economicsectorcompany(news,thetimes).
economicsectorcompany(news,foxnews).
economicsectorcompany(news,cbscorporation).
economicsectorcompany(news,cspan).
economicsectorcompany(news,morningamerica).
economicsectorcompany(news,abcnewscom).
economicsectorcompany(news,post).
economicsectorcompany(news,nationalpublicradio).
economicsectorcompany(news,star).
economicsectorcompany(news,austinamericanstatesman).
economicsectorcompany(news,cnnabc).
economicsectorcompany(news,cnncbs).
economicsectorcompany(news,cnnfox).
economicsectorcompany(news,houstonchronicle).
economicsectorcompany(news,usnewsworldreport).
economicsectorcompany(news,rushlimbaugh).
economicsectorcompany(news,nyt).
economicsectorcompany(news,npr).
economicsectorcompany(news,newsday).
economicsectorcompany(news,sportsillustrated).
economicsectorcompany(news,nbcnews).
economicsectorcompany(advertising,yahoo).
economicsectorcompany(multilevelmarketing,amway).
economicsectorcompany(construction,bouygues).
economicsectorcompany(construction,bechtel).
economicsectorcompany(sports,reebok).
economicsectorcompany(sports,converse).
economicsectorcompany(sports,abcnews).
economicsectorcompany(sports,espn).
economicsectorcompany(sports,adidas).
economicsectorcompany(policy,florida).
economicsectorcompany(policy,worldbank).
economicsectorcompany(insurance,general).
economicsectorcompany(insurance,washington).
economicsectorcompany(insurance,aviva).
economicsectorcompany(insurance,massachusettsmutuallifeinsurance).
economicsectorcompany(insurance,directline).
economicsectorcompany(insurance,friends).
economicsectorcompany(insurance,aon).
economicsectorcompany(insurance,aetna).
economicsectorcompany(insurance,alabama).
economicsectorcompany(insurance,assurant).
economicsectorcompany(insurance,fortis).
economicsectorcompany(insurance,bluecrossblueshield).
economicsectorcompany(insurance,morepeople).
economicsectorcompany(insurance,delaware).
economicsectorcompany(insurance,ks).
economicsectorcompany(insurance,kaiserpermanente).
economicsectorcompany(insurance,nationwide).
economicsectorcompany(insurance,florida).
economicsectorcompany(insurance,nj).
economicsectorcompany(insurance,alexandria).
economicsectorcompany(insurance,ky).
economicsectorcompany(insurance,northcarolina).
economicsectorcompany(insurance,manulife).
economicsectorcompany(insurance,ventura).
economicsectorcompany(insurance,fortworth).
economicsectorcompany(insurance,grandrapids).
economicsectorcompany(insurance,contents).
economicsectorcompany(insurance,tx).
economicsectorcompany(insurance,orlando).
economicsectorcompany(insurance,tn).
economicsectorcompany(insurance,halifax).
economicsectorcompany(insurance,humana).
economicsectorcompany(insurance,lloyds).
economicsectorcompany(insurance,commonwealth).
economicsectorcompany(insurance,salem).
economicsectorcompany(insurance,union).
economicsectorcompany(insurance,newjersey).
economicsectorcompany(insurance,missouri).
economicsectorcompany(insurance,access).
economicsectorcompany(insurance,minnesota).
economicsectorcompany(insurance,usaa).
economicsectorcompany(insurance,progressive).
economicsectorcompany(insurance,axa).
economicsectorcompany(insurance,cambridge).
economicsectorcompany(insurance,jacksonville).
economicsectorcompany(insurance,kentucky).
economicsectorcompany(insurance,blueshield).
economicsectorcompany(insurance,nebraska).
economicsectorcompany(insurance,chicago).
economicsectorcompany(insurance,travelers).
economicsectorcompany(insurance,allied).
economicsectorcompany(insurance,americanfamilyinsurance).
economicsectorcompany(insurance,md).
economicsectorcompany(insurance,details).
economicsectorcompany(insurance,pa).
economicsectorcompany(insurance,women).
economicsectorcompany(insurance,lifeinsurance).
economicsectorcompany(insurance,metlife).
economicsectorcompany(insurance,norwichunion).
economicsectorcompany(insurance,ak).
economicsectorcompany(insurance,mercury).
economicsectorcompany(insurance,sanfrancisco).
